excited_states:spectrum:ev:x / eV,excited_states:spectrum:ev:y / oscillator_strength
2.88,1.873489386850169e-08
2.89,1.9027880079801943e-08
2.9,2.1253317855473535e-08
2.91,2.560896303253994e-08
2.92,3.247551315747351e-08
2.93,4.2444030246621156e-08
2.94,5.635774242899073e-08
2.95,7.537046115884626e-08
2.96,1.0102465599028423e-07
2.97,1.353531283152682e-07
2.98,1.8100924009420608e-07
2.99,2.414318038226243e-07
3.0,3.210520448127536e-07
3.0100000000000002,4.2555152322486646e-07
3.02,5.62181564881579e-07
3.0300000000000002,7.401566059745327e-07
3.04,9.711359104782853e-07
3.0500000000000003,1.2698103656052132e-06
3.06,1.6546134850075847e-06
3.0700000000000003,2.148578324128042e-06
3.08,2.7803646943626908e-06
3.09,3.5854837917775923e-06
3.1,4.607750050422202e-06
3.11,5.9009925846883e-06
3.12,7.531060868551276e-06
3.13,9.578161152840178e-06
3.14,1.2139561356688893e-05
3.15,1.5332702568395234e-05
3.16,1.9298754608165336e-05
3.17,2.420665106914788e-05
3.18,3.0257635571401645e-05
3.19,3.769034532954957e-05
3.2,4.678645023784787e-05
3.21,5.7876855212559386e-05
3.22,7.134846021952474e-05
3.23,8.765145601295272e-05
3.24,0.00010730711393797941
3.25,0.00013091600510455503
3.2600000000000002,0.00015916655782986683
3.27,0.00019284383260690562
3.2800000000000002,0.00023283836127900202
3.29,0.00028015486205188323
3.3000000000000003,0.0003359206051211344
3.31,0.00040139316590988126
3.3200000000000003,0.0004779672652960434
3.33,0.0005671803600769813
3.34,0.0006707166137999027
3.35,0.0007904088496951633
3.36,0.0009282380656594328
3.37,0.001086330078026093
3.38,0.0012669488582569156
3.39,0.001472486136689726
3.4,0.0017054468719604884
3.41,0.001968430225352862
3.42,0.0022641057374584105
3.43,0.00259518448107716
3.44,0.0029643850596309945
3.45,0.0033743944342501738
3.46,0.0038278236941423883
3.47,0.0043271590320917395
3.48,0.004874708347340145
3.49,0.005472544068205881
3.5,0.0061224429622793106
3.5100000000000002,0.006825823877824244
3.52,0.007583684530342729
3.5300000000000002,0.008396538606853618
3.54,0.00926435460066101
3.5500000000000003,0.01018649790451722
3.56,0.011161677773511314
3.5700000000000003,0.0121879008145723
3.58,0.013262432661693777
3.59,0.014381769450418462
3.6,0.015541620608583653
3.61,0.01673690433119552
3.62,0.017961756905672546
3.63,0.019209556801579382
3.64,0.020472964140351914
3.65,0.021743975821350764
3.66,0.0230139962087627
3.67,0.024273922889001067
3.68,0.025514246601454314
3.69,0.026725164038938886
3.7,0.02789670182104705
3.71,0.02901884957701647
3.72,0.03008169974787401
3.73,0.031075591442744407
3.74,0.03199125547246668
3.75,0.03281995754436474
3.7600000000000002,0.03355363654236589
3.77,0.03418503484129043
3.7800000000000002,0.03470781771490723
3.79,0.03511667909315182
3.8000000000000003,0.035407431200640244
3.81,0.03557707595926824
3.8200000000000003,0.035623856452552415
3.83,0.03554728721635482
3.84,0.03534816262570065
3.85,0.0350285431750771
3.86,0.034591719983566825
3.87,0.034042158379856365
3.88,0.033385421919396675
3.89,0.03262807864160101
3.9,0.03177759177533787
3.91,0.030842197434558315
3.92,0.029830772103607905
3.93,0.028752692887284874
3.94,0.02761769359064708
3.95,0.02643571969754793
3.96,0.025216785237453958
3.97,0.023970834372540228
3.98,0.022707610309129034
3.99,0.02143653384903069
4.0,0.020166593558712604
4.01,0.018906249160013155
4.0200000000000005,0.017663349348516027
4.03,0.016445064837962955
4.04,0.015257837024076177
4.05,0.014107342270904207
4.0600000000000005,0.012998471458054356
4.07,0.011935324097164425
4.08,0.010921216038107515
4.09,0.009958699545224303
4.1,0.009049594334823448
4.11,0.008195028028830582
4.12,0.00739548439546108
4.13,0.006650857714113984
4.14,0.005960511614832703
4.15,0.005323340797917301
4.16,0.0047378341309516825
4.17,0.004202137742314991
4.18,0.003714116875531738
4.19,0.0032714154308390365
4.2,0.0028715122925590426
4.21,0.002511773717082127
4.22,0.0021895012308905328
4.23,0.0019019746561727716
4.24,0.0016464900390890879
4.25,0.00142039239937647
4.26,0.0012211033473192591
4.2700000000000005,0.0010461437235766325
4.28,0.0008931515081566179
4.29,0.0007598953168636843
4.3,0.0006442838573471294
4.3100000000000005,0.0005443717534703638
4.32,0.0004583621675425333
4.33,0.00038460665672945175
4.34,0.0003216026946090378
4.3500000000000005,0.00026798927336749666
4.36,0.00022254097856881525
4.37,0.00018416089872966748
4.38,0.0001518726979338262
4.39,0.00012481214309765666
4.4,0.00010221833972990594
4.41,8.342489237854938e-05
4.42,6.78511694679509e-05
4.43,5.4993817725374433e-05
4.44,4.441863949231236e-05
4.45,3.57529173366602e-05
4.46,2.867824477758778e-05
