_id,metadata:name,metadata:log_files,metadata:auxiliary_files:gbw_file,metadata:auxiliary_files:density_file,metadata:history,metadata:charge,metadata:multiplicity,metadata:user,metadata:package,metadata:package_version,metadata:digichem_version,metadata:calculations,metadata:methods,metadata:functional,metadata:basis_set,metadata:orbital_spin_type,metadata:success,metadata:optimisation_converged,metadata:date / s,metadata:date:string,metadata:insert_date / s,metadata:insert_date:string,metadata:duration / s,metadata:duration:string,metadata:temperature / K,metadata:pressure / atm,metadata:solvent:model,metadata:solvent:name,metadata:num_cpu,metadata:memory_used / KB,metadata:memory_available / GB,metadata:performance:cpu_allocated,metadata:performance:cpu_efficiency / %,metadata:performance:memory_allocated / bytes,metadata:performance:maximum_memory / bytes,metadata:performance:memory_margin / bytes,metadata:performance:memory_efficiency / %,ground_state:index,ground_state:symbol,ground_state:charge,ground_state:multiplicity,ground_state:multiplicity_index,ground_state:energy / eV,energies:final / eV,energies:scf:num_steps,energies:scf:final / eV,energies:mp:num_steps,energies:mp:final / eV,energies:mp:order,energies:cc:num_steps,energies:cc:final / eV,atoms:formula,atoms:charge,atoms:smiles,atoms:exact_mass / g mol^-1,atoms:molar_mass / g mol^-1,atoms:num_atoms,atoms:x-extension / Å,atoms:y-extension / Å,atoms:z-extension / Å,atoms:linearity_ratio,atoms:planarity_ratio,atoms:alignment_method,orbitals:dE(HOMO-LUMO) / eV,orbitals:num_occupied,orbitals:num_virtual,orbitals:spin_type,orbitals:HOMO:index,orbitals:HOMO:label,orbitals:HOMO:homo_distance,orbitals:HOMO:energy / eV,orbitals:HOMO:symmetry,orbitals:HOMO:symmetry_index,orbitals:LUMO:index,orbitals:LUMO:label,orbitals:LUMO:homo_distance,orbitals:LUMO:energy / eV,orbitals:LUMO:symmetry,orbitals:LUMO:symmetry_index,beta_orbitals:dE(HOMO-LUMO) / eV,beta_orbitals:num_occupied,beta_orbitals:num_virtual,beta_orbitals:spin_type,pdm:total / D,pdm:origin:x / Å,pdm:origin:y / Å,pdm:origin:z / Å,pdm:vector:x / D,pdm:vector:y / D,pdm:vector:z / D,pdm:x-angle / deg,pdm:xy-angle / deg,excited_states:num_singlet,excited_states:S(1):index,excited_states:S(1):symbol,excited_states:S(1):multiplicity,excited_states:S(1):multiplicity_index,excited_states:S(1):energy / eV,excited_states:S(1):wavelength / nm,excited_states:S(1):colour,excited_states:S(1):cie:x,excited_states:S(1):cie:y,excited_states:S(1):symmetry,excited_states:S(1):oscillator_strength,excited_states:S(1):tdm,excited_states:S(1):transitions:0:index,excited_states:S(1):transitions:0:start:spin,excited_states:S(1):transitions:0:start:index,excited_states:S(1):transitions:0:start:label,excited_states:S(1):transitions:0:end:spin,excited_states:S(1):transitions:0:end:index,excited_states:S(1):transitions:0:end:label,excited_states:S(1):transitions:0:coefficient,excited_states:S(1):transitions:0:probability,vibrations:num_vibrations,vibrations:num_negative
825250bf6c67d1924f29f6a65a4a2ca133861857,Z_T_azobenzene,/rds/general/user/hgt20/home/azobenzene-symmetry/Z_T_azobenzene/Orca 5.0.3 1CPU 4GB TD-DFT 2 Singlets B3LYP (GD3BJ) RIJCOSX def2-SVP/Output/Z_T_azobenzene.log,/tmp/hgt20/34a5325826d3490c8d6e9836d54b2e13/Output/Z_T_azobenzene.gbw,/tmp/hgt20/34a5325826d3490c8d6e9836d54b2e13/Output/Z_T_azobenzene.densities,,0,1,hgt20,ORCA,5.0.3,6.10.3,Excited States,DFT,,def2-SVP,restricted,True,,,,,,199.131,"3 m, 19 s",,,,,1,97600,4,1,33.31319071781562,4000000000.0,125136896.0,3874863104.0,2.430521492346234,0,S(0),0,1,0,-15565.182579995935,-15565.182579995935,1,-15565.182579995935,0,,0,0,,C12H10N2,0,c1ccc(/N=N\c2ccccc2)cc1,182.226,182.22119999999998,24,7.576499999999999,6.01797,5.89128,0.20570580083151846,0.02105194941151256,Minimal,3.4667032439849503,48,198,none,48,HOMO,0,-5.6146883456768,A,48,49,LUMO,1,-2.14798510169185,A,49,,0,0,,3.4847233939288618,-2.083386000000001,4.517445,-13.738636,-0.5602262865543002,-2.4642992223719,-2.3993067712708003,83.47471389681688,57.7811721923832,2,1,S(1),1,1,2.172965248748655,570.5760757315334,Yellow,0.4480994878139373,0.550709429979411,Singlet,0.001103695,,1,none,48,HOMO,none,49,LUMO,nan,nan,0,0
