excited_states:index,excited_states:symbol,excited_states:multiplicity,excited_states:multiplicity_index,excited_states:energy / eV,excited_states:wavelength / nm,excited_states:colour,excited_states:cie:x,excited_states:cie:y,excited_states:symmetry,excited_states:oscillator_strength,excited_states:tdm,excited_states:transitions:0:index,excited_states:transitions:0:start:spin,excited_states:transitions:0:start:index,excited_states:transitions:0:start:label,excited_states:transitions:0:end:spin,excited_states:transitions:0:end:index,excited_states:transitions:0:end:label,excited_states:transitions:0:coefficient,excited_states:transitions:0:probability,excited_states:transitions:1:index,excited_states:transitions:1:start:spin,excited_states:transitions:1:start:index,excited_states:transitions:1:start:label,excited_states:transitions:1:end:spin,excited_states:transitions:1:end:index,excited_states:transitions:1:end:label,excited_states:transitions:1:coefficient,excited_states:transitions:1:probability,excited_states:transitions:2:index,excited_states:transitions:2:start:spin,excited_states:transitions:2:start:index,excited_states:transitions:2:start:label,excited_states:transitions:2:end:spin,excited_states:transitions:2:end:index,excited_states:transitions:2:end:label,excited_states:transitions:2:coefficient,excited_states:transitions:2:probability
1,S(1),1,1,2.172965248748655,570.5760757315334,Yellow,0.4480994878139373,0.550709429979411,Singlet,0.001103695,,1,none,48,HOMO,none,49,LUMO,nan,nan,,,,,,,,,,,,,,,,,,
2,S(2),1,2,3.7781921348413467,328.1574732260317,Ultraviolet,0.0,0.0,Singlet,0.000548532,,1,none,46,HOMO-2,none,49,LUMO,nan,nan,2,none,47,HOMO-1,none,49,LUMO,nan,nan,3,none,48,HOMO,none,49,LUMO,nan,nan
