_id,metadata:name,metadata:log_files,metadata:auxiliary_files:gbw_file,metadata:auxiliary_files:density_file,metadata:history,metadata:charge,metadata:multiplicity,metadata:user,metadata:package,metadata:package_version,metadata:digichem_version,metadata:calculations,metadata:methods,metadata:functional,metadata:basis_set,metadata:orbital_spin_type,metadata:success,metadata:optimisation_converged,metadata:date / s,metadata:date:string,metadata:insert_date / s,metadata:insert_date:string,metadata:duration / s,metadata:duration:string,metadata:temperature / K,metadata:pressure / atm,metadata:solvent:model,metadata:solvent:name,metadata:num_cpu,metadata:memory_used / KB,metadata:memory_available / GB,metadata:performance:cpu_allocated,metadata:performance:cpu_efficiency / %,metadata:performance:memory_allocated / bytes,metadata:performance:maximum_memory / bytes,metadata:performance:memory_margin / bytes,metadata:performance:memory_efficiency / %,ground_state:index,ground_state:symbol,ground_state:charge,ground_state:multiplicity,ground_state:multiplicity_index,ground_state:energy / eV,energies:final / eV,energies:scf:num_steps,energies:scf:final / eV,energies:mp:num_steps,energies:mp:final / eV,energies:mp:order,energies:cc:num_steps,energies:cc:final / eV,atoms:formula,atoms:charge,atoms:smiles,atoms:exact_mass / g mol^-1,atoms:molar_mass / g mol^-1,atoms:num_atoms,atoms:x-extension / Å,atoms:y-extension / Å,atoms:z-extension / Å,atoms:linearity_ratio,atoms:planarity_ratio,atoms:alignment_method,orbitals:dE(HOMO-LUMO) / eV,orbitals:num_occupied,orbitals:num_virtual,orbitals:spin_type,orbitals:HOMO:index,orbitals:HOMO:label,orbitals:HOMO:homo_distance,orbitals:HOMO:energy / eV,orbitals:HOMO:symmetry,orbitals:HOMO:symmetry_index,orbitals:LUMO:index,orbitals:LUMO:label,orbitals:LUMO:homo_distance,orbitals:LUMO:energy / eV,orbitals:LUMO:symmetry,orbitals:LUMO:symmetry_index,beta_orbitals:dE(HOMO-LUMO) / eV,beta_orbitals:num_occupied,beta_orbitals:num_virtual,beta_orbitals:spin_type,pdm:total / D,pdm:origin:x / Å,pdm:origin:y / Å,pdm:origin:z / Å,pdm:vector:x / D,pdm:vector:y / D,pdm:vector:z / D,pdm:x-angle / deg,pdm:xy-angle / deg,vibrations:num_vibrations,vibrations:num_negative
ee04a3bffed2b118e251a9a3f773141ed4f036e4,E_azobenzene,/rds/general/user/hgt20/home/azobenzene-symmetry/E_azobenzene/Orca 5.0.3 1CPU 4GB SP B3LYP (GD3BJ) RIJCOSX def2-SVP 02/Output/E_azobenzene.log,/tmp/hgt20/113100d52c8142ef93b643596fd32345/Output/E_azobenzene.gbw,/tmp/hgt20/113100d52c8142ef93b643596fd32345/Output/E_azobenzene.densities,,0,1,hgt20,ORCA,5.0.3,6.10.3,Single Point,DFT,,def2-SVP,restricted,True,,,,,,115.135,"1 m, 55 s",,,,,1,93400,4,1,0.05000000000000001,4000000000.0,125054976.0,3874945024.0,1.5632896,0,S(0),0,1,0,-15565.887071489364,-15565.887071489364,1,-15565.887071489364,0,,0,0,,C12H10N2,0,c1ccc(/N=N/c2ccccc2)cc1,182.226,182.22119999999998,24,10.78824,7.013420000000001,1.2228099999999995,0.3499013740888226,0.8256471165280278,Minimal,3.3022648441278006,48,198,none,48,HOMO,0,-5.5734358859410005,A,48,49,LUMO,1,-2.2711710418132,A,49,,0,0,,0.00028531030670352953,-9.797106,-1.1813669999999996,6.143636,-2.5417462300000003e-05,-5.0834924599999985e-05,0.00027959208530000003,32.56017608914894,31.904351508386224,0,0
