excited_states:spectrum:nm:x / nm,excited_states:spectrum:nm:y / arb. unit
610.7595981931047,1.9889811685642774e-20
607.7656785941189,1.9303861123990426e-20
604.8009679668306,1.8669456538700694e-20
601.8650409378653,1.799257612519073e-20
598.9574803536245,1.727942964331722e-20
596.0778770826935,1.6536364498208948e-20
593.2258298239249,1.5769773045887113e-20
590.4009449200013,1.498600298239816e-20
587.6028361763047,1.4191272523800467e-20
584.831124684907,1.3391591892830681e-20
582.0854386535224,1.2592692404127555e-20
579.3654132392536,1.1799964191943376e-20
576.670690386978,1.1018403361166553e-20
574.0009186722234,1.0252569073079306e-20
571.3557531483883,9.506550810176174e-21
568.7348551981663,8.783945807553627e-21
566.1378923890423,8.08784639899578e-21
563.5645383327284,7.420836809990922e-21
561.0144725484175,6.784998742387148e-21
558.4873803297309,6.181924939774833e-21
555.9829526152479,5.6127398011875904e-21
553.5008858625011,5.0781260242252446e-21
551.0408819253346,4.5783562068778416e-21
548.6026479345144,4.1133283186833364e-21
546.185896181499,3.6826039639388e-21
543.7903440052643,3.285448399252852e-21
541.4157136820972,2.9208713309326247e-21
539.061732318262,2.587667600284899e-21
536.7281317454557,2.2844569624225846e-21
534.4146484189666,2.0097222721154083e-21
532.1210233184561,1.761845504267383e-21
529.8470018512832,1.5391411526778848e-21
527.592333758299,1.3398866651858054e-21
525.356773022035,1.1623496829257439e-21
523.1400777772163,1.0048119535996405e-21
520.9420102235306,8.655898813184156e-22
518.7623365405868,7.430517571951741e-22
516.6008268050011,6.356317845323683e-22
514.4572549095446,5.418410697080601e-22
512.3313984842986,4.60275794764839e-22
510.22303881975415,3.896228206674861e-22
508.1319607918043,3.2866299198161163e-22
506.0579527885725,2.7627242534832466e-22
504.0008066390255,2.3142206679063805e-22
501.96031754332085,1.9317579790482936e-22
499.9362840048398,1.6068735974741038e-22
497.92850776385643,1.331963471213377e-22
495.93679373280105,1.1002350636957925e-22
493.96094993306866,9.056554803327392e-23
492.0007874333343,7.428966311468223e-23
490.05612028932904,6.07279094630685e-23
488.12676548504044,4.9471614252361645e-23
486.2125428752951,4.016592101195244e-23
484.3132751296885,3.2504596786682007e-23
482.4287876778221,2.6225208707198646e-23
480.55890865581495,2.1104782162474168e-23
478.70346885405513,1.6956068514980513e-23
476.86230166615485,1.3624584066746787e-23
475.03524303908154,1.0986641254742448e-23
473.2221314244285,8.948688682820043e-24
471.4228077307995,7.448424325683192e-24
469.6371152772737,6.4583688234991304e-24
467.8648997479255,5.99291598226207e-24
466.1060091473694,6.1203623406294206e-24
464.36029375730436,6.98212387741554e-24
462.62760609403085,8.822370551333997e-24
460.9078008669155,1.2032782403384903e-23
459.2007349377787,1.721924266786754e-23
457.5062672811818,2.530029687660486e-23
455.8242589455891,3.765148832910906e-23
454.15457301538555,5.631573616705055e-23
452.4970745737236,8.430845041283876e-23
450.8516306661828,1.2605803498456193e-22
449.2181102652183,1.8803911885226819e-22
447.59638423538,2.7967904623980843e-22
445.98632529928153,4.146502369329474e-22
444.38780800430203,6.127052036220808e-22
442.8007086900009,9.022715674985684e-22
441.2249054562287,1.3241070360988832e-21
439.66027813191585,1.9364265176963404e-21
438.1067082445239,2.822065225739807e-21
436.56407899014175,4.098445688260415e-21
435.0322752042115,5.931389800354513e-21
433.5111833328681,8.554181119501614e-21
432.0006914048789,1.2293765340579576e-20
430.50068900416755,1.760661383092081e-20
429.01106724290753,2.5127611324836305e-20
427.53171873517334,3.5736421174208384e-20
426.0625375711349,5.064720104624851e-20
424.6034192917818,7.152937709047398e-20
423.1542608641647,1.0066954456789044e-19
421.71496065714376,1.4118758160353384e-19
420.28541841762797,1.9732390291599223e-19
418.8655352472982,2.7481963857945343e-19
417.45521357979885,3.8141763419580436e-19
416.05435715839013,5.275198121222002e-19
414.6628710140477,7.270459361515776e-19
413.28066144400094,9.985505651199182e-19
411.9076359906985,1.3666694022454918e-18
410.5437034211929,1.863983844066108e-18
409.18877370693156,2.5334138631409422e-18
407.8427580039483,3.431275037491312e-18
406.50556863344343,4.63116623416065e-18
405.17711906274593,6.228890872488183e-18
403.8573238866458,8.34865756745875e-18
402.54609880909175,1.1150856018244527e-17
401.2433606252436,1.484176196358799e-17
399.9490272038718,1.9685591501853194e-17
398.6630174700973,2.6019400570003528e-17
397.38525138846234,3.4271410200201674e-17
396.1156499463267,4.4983432361587486e-17
394.8541351375805,5.883817442157978e-17
393.60062994666754,7.66923117317631e-17
392.35505833291217,9.961633618087764e-17
391.1173452151428,1.2894231167566573e-16
389.8874164566046,1.6632079248424649e-16
388.6651988501576,2.1378828330973112e-16
387.4506201037508,2.7384673586102383e-16
386.243608826169,3.495566793510509e-16
385.0440945130443,4.446456642823373e-16
383.85200753312773,5.636337512289115e-16
382.6672791148156,7.119777888942664e-16
381.48984133292396,8.962361870257503e-16
380.3196270957063,1.1242557871503418e-15
379.1565701321109,1.4053822539894954e-15
378.00060497926916,1.7506951386449414e-15
376.8516669702136,2.173268386909501e-15
375.70969222181895,2.688456568469978e-15
374.5746176229615,3.314206472585581e-15
373.44638082289237,4.071392942268036e-15
