Duration / s,Memory Used (Real) / bytes,Memory Used (Real) / %,Memory Available  (Real) / bytes,Memory Available (Real) / %,Memory Used (Total) / bytes,Memory Used (Total) / %,Memory Available  (Total) / bytes,Memory Available (Total) / %,CPU Usage / %,Total Reads / bytes,Read Speed / bytes/sec,Total Writes / bytes,Write Speed / bytes/sec,New Processes,Output Directory Available / bytes,Output Directory Available / %,Scratch Directory Used / bytes,Scratch Directory Available / bytes,Scratch Directory Available / %
0.07929,8192.0,7.570907491823308e-07,892086226944,82.4,361185280.0,0.033380131131448956,892086226944,82.44509642239643,0.0,0.0,0.0,0.0,0.0,1,1378841016664064,8.900000000000006,1722,224335970304,99.2
60.158026,122454016.0,0.011316992518777477,886373625856,81.9,919289856.0,0.08495920969174278,886373625856,81.91714751645237,0.1,0.0,0.0,134713344.0,2244039.903173023,1,1378819181117440,8.900000000000006,64207457,224072986624,99.1
120.194988,151433216.0,0.013995201044009972,883123470336,81.6,948301824.0,0.087640446579972,883123470336,81.61677365444116,74.0,0.0,0.0,178978816.0,737202.1759531362,0,1378797479788544,8.900000000000006,64450442,224030162944,99.1
181.557397,73801728.0,0.006820630559383617,897607925760,83.0,843137024.0,0.07792129408734383,897607925760,82.95540246406692,0.0,0.0,0.0,226926592.0,798600.0749103295,1,1378775065427968,8.900000000000006,85792938,224068259840,99.1
